location_id,cases,time
150010,16,2007
150013,0,2007
150020,27,2007
150030,0,2007
150034,0,2007
150040,0,2007
150050,0,2007
150060,1,2007
150070,0,2007
150080,1,2007
150085,0,2007
150090,0,2007
150095,7,2007
150100,0,2007
150110,0,2007
150120,12,2007
150125,0,2007
150130,21,2007
150140,1,2007
150145,2,2007
150150,0,2007
150157,0,2007
150160,0,2007
150170,0,2007
150172,0,2007
150175,0,2007
150178,2,2007
150180,0,2007
150190,23,2007
150195,0,2007
150200,0,2007
150210,29,2007
150215,0,2007
150220,1,2007
150230,4,2007
150240,0,2007
150250,0,2007
150260,0,2007
150270,5,2007
150275,6,2007
150276,0,2007
150277,0,2007
150280,0,2007
150285,0,2007
150290,0,2007
150293,0,2007
150295,1,2007
150300,0,2007
150304,0,2007
150307,4,2007
150309,0,2007
150310,0,2007
150320,1,2007
150330,4,2007
150340,1,2007
150345,3,2007
150350,0,2007
150360,0,2007
150370,1,2007
150375,0,2007
150380,1,2007
150390,1,2007
150400,1,2007
150405,2,2007
150410,0,2007
150420,4,2007
150430,0,2007
150440,0,2007
150442,0,2007
150445,0,2007
150450,0,2007
150460,9,2007
150470,36,2007
150475,0,2007
150480,0,2007
150490,1,2007
150495,0,2007
150497,0,2007
150500,1,2007
150503,0,2007
150506,1,2007
150510,0,2007
150520,5,2007
150530,0,2007
150540,0,2007
150543,0,2007
150548,1,2007
150549,0,2007
150550,2,2007
150553,0,2007
150555,0,2007
150560,0,2007
150563,1,2007
150565,1,2007
150570,4,2007
150580,0,2007
150590,0,2007
150600,0,2007
150610,0,2007
150611,0,2007
150613,1,2007
150616,0,2007
150618,0,2007
150619,0,2007
150620,0,2007
150630,6,2007
150635,0,2007
150640,0,2007
150650,0,2007
150655,0,2007
150658,0,2007
150660,1,2007
150670,2,2007
150680,13,2007
150690,0,2007
150700,0,2007
150710,1,2007
150715,0,2007
150720,9,2007
150730,0,2007
150740,0,2007
150745,0,2007
150746,0,2007
150747,0,2007
150750,0,2007
150760,1,2007
150770,0,2007
150775,0,2007
150780,0,2007
150790,1,2007
150795,5,2007
150796,0,2007
150797,0,2007
150800,19,2007
150803,0,2007
150805,0,2007
150808,0,2007
150810,3,2007
150812,1,2007
150815,1,2007
150820,0,2007
150830,0,2007
150835,0,2007
150840,5,2007
170025,0,2007
170030,1,2007
170035,0,2007
170040,0,2007
170070,0,2007
170100,7,2007
170105,0,2007
170110,0,2007
170130,2,2007
170190,0,2007
170200,0,2007
170210,204,2007
170215,8,2007
170220,16,2007
170230,0,2007
170240,1,2007
170255,3,2007
170270,0,2007
170290,3,2007
170300,5,2007
170305,0,2007
170307,0,2007
170310,0,2007
170320,0,2007
170330,0,2007
170360,0,2007
170370,0,2007
170380,12,2007
170382,0,2007
170384,0,2007
170386,0,2007
170388,0,2007
170389,0,2007
170390,0,2007
170410,2,2007
170460,0,2007
170510,0,2007
170550,0,2007
170555,0,2007
170560,0,2007
170600,3,2007
170610,0,2007
170625,0,2007
170650,0,2007
170700,0,2007
170710,0,2007
170720,0,2007
170730,0,2007
170740,0,2007
170755,0,2007
170765,0,2007
170770,1,2007
170820,0,2007
170825,0,2007
170830,0,2007
170900,0,2007
170930,3,2007
170950,1,2007
170980,0,2007
171050,0,2007
171070,0,2007
171090,0,2007
171110,0,2007
171150,0,2007
171180,1,2007
171190,0,2007
171195,0,2007
171200,0,2007
171215,0,2007
171240,1,2007
171245,0,2007
171250,0,2007
171270,0,2007
171280,0,2007
171320,2,2007
171330,0,2007
171360,1,2007
171370,0,2007
171380,2,2007
171395,2,2007
171420,2,2007
171430,0,2007
171488,3,2007
171500,0,2007
171510,0,2007
171515,0,2007
171525,0,2007
171550,0,2007
171570,2,2007
171575,0,2007
171610,22,2007
171620,0,2007
171630,0,2007
171650,0,2007
171660,0,2007
171665,9,2007
171670,0,2007
171700,0,2007
171720,1,2007
171750,1,2007
171780,0,2007
171790,1,2007
171800,0,2007
171820,16,2007
171830,0,2007
171840,0,2007
171845,0,2007
171850,0,2007
171855,0,2007
171865,0,2007
171870,0,2007
171875,0,2007
171880,0,2007
171884,0,2007
171886,5,2007
171888,0,2007
171889,0,2007
171890,0,2007
171900,0,2007
172000,0,2007
172010,0,2007
172015,0,2007
172020,0,2007
172025,0,2007
172030,0,2007
172049,0,2007
172065,0,2007
172080,6,2007
172085,0,2007
172090,1,2007
172093,0,2007
172097,0,2007
172100,28,2007
172110,0,2007
172120,10,2007
172125,0,2007
172130,0,2007
172208,9,2007
172210,1,2007
210005,9,2007
210010,0,2007
210015,0,2007
210020,1,2007
210030,1,2007
210040,0,2007
210043,0,2007
210047,0,2007
210050,0,2007
210055,0,2007
210060,3,2007
210070,0,2007
210080,0,2007
210083,0,2007
210087,0,2007
210090,0,2007
210095,1,2007
210100,0,2007
210110,0,2007
210120,3,2007
210125,0,2007
210130,1,2007
210135,0,2007
210140,6,2007
210150,1,2007
210160,9,2007
210170,2,2007
210173,0,2007
210177,0,2007
210180,0,2007
210190,0,2007
210193,0,2007
210197,0,2007
210200,0,2007
210203,0,2007
210207,0,2007
210210,4,2007
210215,0,2007
210220,1,2007
210230,1,2007
210232,0,2007
210235,0,2007
210237,0,2007
210240,0,2007
210250,0,2007
210255,0,2007
210260,0,2007
210270,1,2007
210275,0,2007
210280,11,2007
210290,0,2007
210300,42,2007
210310,1,2007
210312,0,2007
210315,0,2007
210317,0,2007
210320,4,2007
210325,0,2007
210330,21,2007
210340,21,2007
210350,1,2007
210355,0,2007
210360,6,2007
210370,0,2007
210375,0,2007
210380,2,2007
210390,1,2007
210400,1,2007
210405,1,2007
210407,0,2007
210408,0,2007
210409,1,2007
210410,0,2007
210420,1,2007
210430,0,2007
210440,0,2007
210450,0,2007
210455,5,2007
210460,0,2007
210462,0,2007
210465,0,2007
210467,0,2007
210470,0,2007
210480,3,2007
210490,0,2007
210500,0,2007
210510,0,2007
210515,0,2007
210520,0,2007
210530,33,2007
210535,1,2007
210540,2,2007
210542,1,2007
210545,0,2007
210547,0,2007
210550,4,2007
210560,1,2007
210565,0,2007
210570,3,2007
210580,0,2007
210590,0,2007
210592,0,2007
210594,0,2007
210596,0,2007
210598,0,2007
210600,2,2007
210610,0,2007
210620,0,2007
210630,0,2007
210632,0,2007
210635,0,2007
210637,1,2007
210640,1,2007
210650,0,2007
210660,0,2007
210663,0,2007
210667,0,2007
210670,0,2007
210675,0,2007
210680,0,2007
210690,0,2007
210700,1,2007
210710,0,2007
210720,0,2007
210725,0,2007
210730,0,2007
210735,0,2007
210740,0,2007
210745,0,2007
210750,4,2007
210760,0,2007
210770,1,2007
210780,0,2007
210790,0,2007
210800,1,2007
210805,0,2007
210810,0,2007
210820,2,2007
210825,0,2007
210830,0,2007
210840,0,2007
210845,2,2007
210850,0,2007
210860,0,2007
210870,0,2007
210880,2,2007
210890,0,2007
210900,7,2007
210905,0,2007
210910,1,2007
210920,0,2007
210923,0,2007
210927,0,2007
210930,0,2007
210940,0,2007
210945,4,2007
210950,2,2007
210955,0,2007
210960,0,2007
210970,0,2007
210975,0,2007
210980,0,2007
210990,0,2007
211000,0,2007
211003,0,2007
211010,2,2007
211020,0,2007
211023,0,2007
211027,0,2007
211030,1,2007
211040,0,2007
211050,0,2007
211060,0,2007
211065,0,2007
211070,1,2007
211080,0,2007
211085,1,2007
211090,1,2007
211100,0,2007
211102,0,2007
211105,0,2007
211107,1,2007
211110,2,2007
211120,13,2007
211125,0,2007
211130,28,2007
211140,1,2007
211150,0,2007
211153,0,2007
211157,0,2007
211160,0,2007
211163,0,2007
211167,0,2007
211170,0,2007
211172,0,2007
211174,2,2007
211176,0,2007
211178,0,2007
211180,1,2007
211190,0,2007
211195,0,2007
211200,0,2007
211210,3,2007
211220,22,2007
211223,1,2007
211227,0,2007
211230,1,2007
211240,0,2007
211245,0,2007
211250,4,2007
211260,5,2007
211270,3,2007
211280,0,2007
211285,0,2007
211290,0,2007
211300,0,2007
211400,0,2007
150010,23,2008
150013,0,2008
150020,7,2008
150030,0,2008
150034,0,2008
150040,0,2008
150050,0,2008
150060,1,2008
150070,1,2008
150080,2,2008
150085,0,2008
150090,0,2008
150095,9,2008
150100,0,2008
150110,1,2008
150120,10,2008
150125,0,2008
150130,23,2008
150140,0,2008
150145,1,2008
150150,0,2008
150157,0,2008
150160,0,2008
150170,0,2008
150172,0,2008
150175,1,2008
150178,2,2008
150180,1,2008
150190,22,2008
150195,0,2008
150200,1,2008
150210,53,2008
150215,0,2008
150220,0,2008
150230,0,2008
150240,0,2008
150250,0,2008
150260,1,2008
150270,24,2008
150275,6,2008
150276,0,2008
150277,0,2008
150280,0,2008
150285,0,2008
150290,0,2008
150293,0,2008
150295,0,2008
150300,0,2008
150304,0,2008
150307,2,2008
150309,1,2008
150310,0,2008
150320,0,2008
150330,10,2008
150340,0,2008
150345,3,2008
150350,0,2008
150360,1,2008
150370,0,2008
150375,0,2008
150380,0,2008
150390,3,2008
150400,1,2008
150405,2,2008
150410,0,2008
150420,4,2008
150430,0,2008
150440,0,2008
150442,0,2008
150445,0,2008
150450,0,2008
150460,5,2008
150470,32,2008
150475,0,2008
150480,0,2008
150490,0,2008
150495,0,2008
150497,0,2008
150500,0,2008
150503,0,2008
150506,5,2008
150510,0,2008
150520,15,2008
150530,0,2008
150540,0,2008
150543,0,2008
150548,0,2008
150549,2,2008
150550,1,2008
150553,3,2008
150555,1,2008
150560,0,2008
150563,0,2008
150565,0,2008
150570,0,2008
150580,0,2008
150590,0,2008
150600,0,2008
150610,0,2008
150611,0,2008
150613,2,2008
150616,0,2008
150618,0,2008
150619,0,2008
150620,0,2008
150630,4,2008
150635,0,2008
150640,1,2008
150650,1,2008
150655,0,2008
150658,0,2008
150660,0,2008
150670,0,2008
150680,18,2008
150690,0,2008
150700,0,2008
150710,0,2008
150715,1,2008
150720,9,2008
150730,2,2008
150740,0,2008
150745,0,2008
150746,0,2008
150747,0,2008
150750,0,2008
150760,3,2008
150770,1,2008
150775,0,2008
150780,0,2008
150790,1,2008
150795,7,2008
150796,0,2008
150797,1,2008
150800,29,2008
150803,0,2008
150805,0,2008
150808,0,2008
150810,6,2008
150812,1,2008
150815,1,2008
150820,0,2008
150830,0,2008
150835,0,2008
150840,1,2008
170025,0,2008
170030,4,2008
170035,0,2008
170040,1,2008
170070,0,2008
170100,6,2008
170105,0,2008
170110,0,2008
170130,2,2008
170190,0,2008
170200,0,2008
170210,229,2008
170215,2,2008
170220,36,2008
170230,0,2008
170240,1,2008
170255,4,2008
170270,1,2008
170290,3,2008
170300,6,2008
170305,0,2008
170307,2,2008
170310,0,2008
170320,0,2008
170330,1,2008
170360,0,2008
170370,0,2008
170380,2,2008
170382,0,2008
170384,1,2008
170386,0,2008
170388,2,2008
170389,0,2008
170390,0,2008
170410,0,2008
170460,0,2008
170510,0,2008
170550,2,2008
170555,0,2008
170560,1,2008
170600,2,2008
170610,1,2008
170625,0,2008
170650,1,2008
170700,1,2008
170710,0,2008
170720,0,2008
170730,0,2008
170740,0,2008
170755,1,2008
170765,0,2008
170770,1,2008
170820,0,2008
170825,0,2008
170830,0,2008
170900,1,2008
170930,3,2008
170950,0,2008
170980,0,2008
171050,0,2008
171070,0,2008
171090,0,2008
171110,0,2008
171150,0,2008
171180,0,2008
171190,0,2008
171195,0,2008
171200,0,2008
171215,0,2008
171240,0,2008
171245,0,2008
171250,0,2008
171270,0,2008
171280,1,2008
171320,1,2008
171330,1,2008
171360,0,2008
171370,0,2008
171380,2,2008
171395,0,2008
171420,2,2008
171430,0,2008
171488,4,2008
171500,0,2008
171510,1,2008
171515,0,2008
171525,0,2008
171550,0,2008
171570,0,2008
171575,0,2008
171610,19,2008
171620,0,2008
171630,0,2008
171650,0,2008
171660,1,2008
171665,3,2008
171670,0,2008
171700,0,2008
171720,3,2008
171750,1,2008
171780,0,2008
171790,0,2008
171800,0,2008
171820,10,2008
171830,0,2008
171840,0,2008
171845,0,2008
171850,1,2008
171855,1,2008
171865,0,2008
171870,0,2008
171875,1,2008
171880,0,2008
171884,0,2008
171886,0,2008
171888,0,2008
171889,0,2008
171890,0,2008
171900,0,2008
172000,0,2008
172010,0,2008
172015,0,2008
172020,3,2008
172025,0,2008
172030,0,2008
172049,0,2008
172065,0,2008
172080,1,2008
172085,0,2008
172090,0,2008
172093,0,2008
172097,0,2008
172100,32,2008
172110,1,2008
172120,7,2008
172125,0,2008
172130,0,2008
172208,5,2008
172210,1,2008
210005,14,2008
210010,0,2008
210015,0,2008
210020,0,2008
210030,5,2008
210040,0,2008
210043,1,2008
210047,0,2008
210050,0,2008
210055,0,2008
210060,5,2008
210070,0,2008
210080,0,2008
210083,0,2008
210087,0,2008
210090,0,2008
210095,0,2008
210100,0,2008
210110,0,2008
210120,14,2008
210125,0,2008
210130,2,2008
210135,0,2008
210140,3,2008
210150,0,2008
210160,12,2008
210170,1,2008
210173,0,2008
210177,0,2008
210180,0,2008
210190,0,2008
210193,1,2008
210197,0,2008
210200,0,2008
210203,0,2008
210207,0,2008
210210,0,2008
210215,0,2008
210220,2,2008
210230,2,2008
210232,1,2008
210235,0,2008
210237,0,2008
210240,0,2008
210250,0,2008
210255,2,2008
210260,0,2008
210270,10,2008
210275,0,2008
210280,3,2008
210290,0,2008
210300,33,2008
210310,1,2008
210312,0,2008
210315,0,2008
210317,0,2008
210320,3,2008
210325,0,2008
210330,22,2008
210340,13,2008
210350,32,2008
210355,0,2008
210360,22,2008
210370,1,2008
210375,0,2008
210380,3,2008
210390,1,2008
210400,2,2008
210405,5,2008
210407,1,2008
210408,0,2008
210409,0,2008
210410,0,2008
210420,1,2008
210430,0,2008
210440,0,2008
210450,2,2008
210455,10,2008
210460,2,2008
210462,0,2008
210465,0,2008
210467,0,2008
210470,0,2008
210480,2,2008
210490,0,2008
210500,1,2008
210510,0,2008
210515,0,2008
210520,0,2008
210530,39,2008
210535,0,2008
210540,9,2008
210542,0,2008
210545,0,2008
210547,0,2008
210550,5,2008
210560,0,2008
210565,0,2008
210570,9,2008
210580,0,2008
210590,0,2008
210592,0,2008
210594,0,2008
210596,0,2008
210598,0,2008
210600,3,2008
210610,0,2008
210620,0,2008
210630,0,2008
210632,0,2008
210635,0,2008
210637,0,2008
210640,0,2008
210650,0,2008
210660,1,2008
210663,0,2008
210667,0,2008
210670,2,2008
210675,1,2008
210680,0,2008
210690,0,2008
210700,1,2008
210710,0,2008
210720,0,2008
210725,0,2008
210730,0,2008
210735,0,2008
210740,0,2008
210745,0,2008
210750,13,2008
210760,0,2008
210770,1,2008
210780,1,2008
210790,1,2008
210800,2,2008
210805,0,2008
210810,1,2008
210820,13,2008
210825,0,2008
210830,0,2008
210840,0,2008
210845,2,2008
210850,0,2008
210860,0,2008
210870,1,2008
210880,1,2008
210890,1,2008
210900,6,2008
210905,0,2008
210910,4,2008
210920,0,2008
210923,0,2008
210927,0,2008
210930,1,2008
210940,0,2008
210945,7,2008
210950,3,2008
210955,0,2008
210960,4,2008
210970,0,2008
210975,0,2008
210980,0,2008
210990,1,2008
211000,1,2008
211003,0,2008
211010,0,2008
211020,0,2008
211023,0,2008
211027,0,2008
211030,5,2008
211040,1,2008
211050,0,2008
211060,0,2008
211065,0,2008
211070,3,2008
211080,0,2008
211085,0,2008
211090,0,2008
211100,0,2008
211102,0,2008
211105,0,2008
211107,1,2008
211110,1,2008
211120,12,2008
211125,1,2008
211130,29,2008
211140,3,2008
211150,0,2008
211153,0,2008
211157,0,2008
211160,0,2008
211163,0,2008
211167,0,2008
211170,0,2008
211172,0,2008
211174,1,2008
211176,0,2008
211178,0,2008
211180,0,2008
211190,0,2008
211195,1,2008
211200,0,2008
211210,3,2008
211220,34,2008
211223,2,2008
211227,0,2008
211230,1,2008
211240,0,2008
211245,0,2008
211250,4,2008
211260,4,2008
211270,0,2008
211280,0,2008
211285,0,2008
211290,0,2008
211300,1,2008
211400,0,2008
150010,5,2009
150013,0,2009
150020,6,2009
150030,0,2009
150034,0,2009
150040,0,2009
150050,0,2009
150060,2,2009
150070,0,2009
150080,0,2009
150085,2,2009
150090,0,2009
150095,8,2009
150100,1,2009
150110,0,2009
150120,4,2009
150125,0,2009
150130,20,2009
150140,2,2009
150145,0,2009
150150,0,2009
150157,0,2009
150160,0,2009
150170,0,2009
150172,0,2009
150175,0,2009
150178,1,2009
150180,0,2009
150190,14,2009
150195,0,2009
150200,3,2009
150210,21,2009
150215,0,2009
150220,1,2009
150230,1,2009
150240,2,2009
150250,0,2009
150260,0,2009
150270,40,2009
150275,3,2009
150276,0,2009
150277,0,2009
150280,0,2009
150285,0,2009
150290,0,2009
150293,0,2009
150295,0,2009
150300,0,2009
150304,1,2009
150307,8,2009
150309,0,2009
150310,0,2009
150320,0,2009
150330,17,2009
150340,0,2009
150345,1,2009
150350,0,2009
150360,0,2009
150370,0,2009
150375,0,2009
150380,0,2009
150390,0,2009
150400,0,2009
150405,2,2009
150410,0,2009
150420,4,2009
150430,0,2009
150440,0,2009
150442,0,2009
150445,1,2009
150450,0,2009
150460,7,2009
150470,8,2009
150475,0,2009
150480,1,2009
150490,0,2009
150495,4,2009
150497,0,2009
150500,0,2009
150503,0,2009
150506,0,2009
150510,0,2009
150520,2,2009
150530,0,2009
150540,0,2009
150543,1,2009
150548,1,2009
150549,0,2009
150550,5,2009
150553,2,2009
150555,0,2009
150560,0,2009
150563,0,2009
150565,0,2009
150570,0,2009
150580,0,2009
150590,0,2009
150600,0,2009
150610,0,2009
150611,0,2009
150613,0,2009
150616,0,2009
150618,0,2009
150619,0,2009
150620,0,2009
150630,2,2009
150635,0,2009
150640,0,2009
150650,0,2009
150655,0,2009
150658,0,2009
150660,0,2009
150670,0,2009
150680,16,2009
150690,0,2009
150700,0,2009
150710,0,2009
150715,0,2009
150720,13,2009
150730,1,2009
150740,0,2009
150745,2,2009
150746,0,2009
150747,0,2009
150750,0,2009
150760,1,2009
150770,0,2009
150775,0,2009
150780,0,2009
150790,0,2009
150795,11,2009
150796,0,2009
150797,0,2009
150800,16,2009
150803,0,2009
150805,1,2009
150808,0,2009
150810,2,2009
150812,0,2009
150815,0,2009
150820,1,2009
150830,0,2009
150835,0,2009
150840,0,2009
170025,1,2009
170030,6,2009
170035,0,2009
170040,0,2009
170070,0,2009
170100,9,2009
170105,0,2009
170110,0,2009
170130,0,2009
170190,7,2009
170200,0,2009
170210,155,2009
170215,0,2009
170220,38,2009
170230,3,2009
170240,1,2009
170255,5,2009
170270,0,2009
170290,1,2009
170300,1,2009
170305,0,2009
170307,0,2009
170310,0,2009
170320,0,2009
170330,1,2009
170360,0,2009
170370,0,2009
170380,9,2009
170382,0,2009
170384,0,2009
170386,0,2009
170388,1,2009
170389,1,2009
170390,0,2009
170410,0,2009
170460,0,2009
170510,0,2009
170550,8,2009
170555,0,2009
170560,4,2009
170600,0,2009
170610,1,2009
170625,0,2009
170650,2,2009
170700,2,2009
170710,0,2009
170720,1,2009
170730,0,2009
170740,0,2009
170755,3,2009
170765,0,2009
170770,2,2009
170820,0,2009
170825,0,2009
170830,0,2009
170900,1,2009
170930,3,2009
170950,1,2009
170980,0,2009
171050,0,2009
171070,0,2009
171090,0,2009
171110,0,2009
171150,1,2009
171180,3,2009
171190,0,2009
171195,1,2009
171200,0,2009
171215,0,2009
171240,3,2009
171245,0,2009
171250,0,2009
171270,0,2009
171280,0,2009
171320,1,2009
171330,1,2009
171360,0,2009
171370,0,2009
171380,2,2009
171395,1,2009
171420,9,2009
171430,0,2009
171488,5,2009
171500,0,2009
171510,0,2009
171515,0,2009
171525,1,2009
171550,0,2009
171570,0,2009
171575,0,2009
171610,15,2009
171620,0,2009
171630,1,2009
171650,0,2009
171660,0,2009
171665,2,2009
171670,10,2009
171700,0,2009
171720,1,2009
171750,0,2009
171780,0,2009
171790,1,2009
171800,0,2009
171820,24,2009
171830,0,2009
171840,0,2009
171845,0,2009
171850,0,2009
171855,1,2009
171865,0,2009
171870,0,2009
171875,0,2009
171880,0,2009
171884,0,2009
171886,3,2009
171888,0,2009
171889,0,2009
171890,1,2009
171900,0,2009
172000,0,2009
172010,0,2009
172015,0,2009
172020,2,2009
172025,0,2009
172030,0,2009
172049,0,2009
172065,0,2009
172080,2,2009
172085,0,2009
172090,0,2009
172093,0,2009
172097,0,2009
172100,41,2009
172110,1,2009
172120,14,2009
172125,0,2009
172130,0,2009
172208,4,2009
172210,3,2009
210005,24,2009
210010,0,2009
210015,0,2009
210020,0,2009
210030,0,2009
210040,0,2009
210043,3,2009
210047,0,2009
210050,1,2009
210055,0,2009
210060,5,2009
210070,0,2009
210080,0,2009
210083,0,2009
210087,0,2009
210090,0,2009
210095,0,2009
210100,0,2009
210110,0,2009
210120,3,2009
210125,1,2009
210130,0,2009
210135,0,2009
210140,9,2009
210150,4,2009
210160,14,2009
210170,1,2009
210173,0,2009
210177,0,2009
210180,0,2009
210190,0,2009
210193,1,2009
210197,0,2009
210200,0,2009
210203,1,2009
210207,0,2009
210210,4,2009
210215,0,2009
210220,1,2009
210230,2,2009
210232,1,2009
210235,0,2009
210237,0,2009
210240,0,2009
210250,0,2009
210255,1,2009
210260,0,2009
210270,2,2009
210275,0,2009
210280,2,2009
210290,0,2009
210300,28,2009
210310,1,2009
210312,0,2009
210315,0,2009
210317,1,2009
210320,8,2009
210325,0,2009
210330,30,2009
210340,10,2009
210350,22,2009
210355,0,2009
210360,6,2009
210370,5,2009
210375,2,2009
210380,4,2009
210390,0,2009
210400,3,2009
210405,0,2009
210407,0,2009
210408,0,2009
210409,0,2009
210410,0,2009
210420,1,2009
210430,0,2009
210440,2,2009
210450,1,2009
210455,12,2009
210460,1,2009
210462,0,2009
210465,0,2009
210467,0,2009
210470,1,2009
210480,2,2009
210490,0,2009
210500,0,2009
210510,0,2009
210515,1,2009
210520,0,2009
210530,31,2009
210535,0,2009
210540,14,2009
210542,0,2009
210545,0,2009
210547,0,2009
210550,6,2009
210560,3,2009
210565,0,2009
210570,3,2009
210580,0,2009
210590,0,2009
210592,0,2009
210594,1,2009
210596,0,2009
210598,2,2009
210600,1,2009
210610,0,2009
210620,0,2009
210630,0,2009
210632,0,2009
210635,0,2009
210637,1,2009
210640,0,2009
210650,0,2009
210660,1,2009
210663,0,2009
210667,0,2009
210670,0,2009
210675,12,2009
210680,0,2009
210690,0,2009
210700,1,2009
210710,0,2009
210720,2,2009
210725,0,2009
210730,0,2009
210735,0,2009
210740,0,2009
210745,0,2009
210750,3,2009
210760,0,2009
210770,2,2009
210780,2,2009
210790,3,2009
210800,0,2009
210805,1,2009
210810,0,2009
210820,8,2009
210825,0,2009
210830,0,2009
210840,0,2009
210845,0,2009
210850,0,2009
210860,0,2009
210870,0,2009
210880,1,2009
210890,1,2009
210900,10,2009
210905,0,2009
210910,4,2009
210920,0,2009
210923,0,2009
210927,0,2009
210930,1,2009
210940,0,2009
210945,1,2009
210950,1,2009
210955,0,2009
210960,6,2009
210970,0,2009
210975,0,2009
210980,0,2009
210990,0,2009
211000,1,2009
211003,1,2009
211010,0,2009
211020,0,2009
211023,0,2009
211027,0,2009
211030,1,2009
211040,0,2009
211050,0,2009
211060,0,2009
211065,0,2009
211070,3,2009
211080,0,2009
211085,0,2009
211090,1,2009
211100,0,2009
211102,0,2009
211105,1,2009
211107,2,2009
211110,3,2009
211120,8,2009
211125,0,2009
211130,15,2009
211140,2,2009
211150,0,2009
211153,0,2009
211157,0,2009
211160,1,2009
211163,0,2009
211167,0,2009
211170,0,2009
211172,0,2009
211174,1,2009
211176,3,2009
211178,0,2009
211180,1,2009
211190,0,2009
211195,0,2009
211200,0,2009
211210,3,2009
211220,12,2009
211223,1,2009
211227,0,2009
211230,3,2009
211240,0,2009
211245,0,2009
211250,3,2009
211260,0,2009
211270,2,2009
211280,0,2009
211285,0,2009
211290,0,2009
211300,1,2009
211400,0,2009
150010,14,2010
150013,0,2010
150020,10,2010
150030,0,2010
150034,0,2010
150040,1,2010
150050,1,2010
150060,0,2010
150070,3,2010
150080,2,2010
150085,0,2010
150090,0,2010
150095,0,2010
150100,0,2010
150110,0,2010
150120,3,2010
150125,0,2010
150130,13,2010
150140,1,2010
150145,2,2010
150150,1,2010
150157,0,2010
150160,0,2010
150170,0,2010
150172,0,2010
150175,0,2010
150178,1,2010
150180,0,2010
150190,12,2010
150195,0,2010
150200,1,2010
150210,20,2010
150215,0,2010
150220,0,2010
150230,1,2010
150240,0,2010
150250,0,2010
150260,0,2010
150270,14,2010
150275,3,2010
150276,0,2010
150277,0,2010
150280,1,2010
150285,0,2010
150290,0,2010
150293,0,2010
150295,0,2010
150300,0,2010
150304,0,2010
150307,6,2010
150309,0,2010
150310,0,2010
150320,2,2010
150330,23,2010
150340,0,2010
150345,2,2010
150350,1,2010
150360,0,2010
150370,0,2010
150375,0,2010
150380,0,2010
150390,2,2010
150400,0,2010
150405,2,2010
150410,0,2010
150420,0,2010
150430,0,2010
150440,0,2010
150442,0,2010
150445,0,2010
150450,0,2010
150460,10,2010
150470,16,2010
150475,0,2010
150480,3,2010
150490,0,2010
150495,1,2010
150497,0,2010
150500,0,2010
150503,0,2010
150506,1,2010
150510,0,2010
150520,17,2010
150530,0,2010
150540,0,2010
150543,1,2010
150548,0,2010
150549,0,2010
150550,5,2010
150553,0,2010
150555,0,2010
150560,0,2010
150563,0,2010
150565,1,2010
150570,6,2010
150580,0,2010
150590,0,2010
150600,1,2010
150610,0,2010
150611,0,2010
150613,1,2010
150616,0,2010
150618,0,2010
150619,0,2010
150620,0,2010
150630,5,2010
150635,0,2010
150640,0,2010
150650,0,2010
150655,0,2010
150658,0,2010
150660,0,2010
150670,1,2010
150680,17,2010
150690,0,2010
150700,0,2010
150710,0,2010
150715,0,2010
150720,3,2010
150730,0,2010
150740,0,2010
150745,0,2010
150746,0,2010
